1267	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
59468	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
8881	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	0	1	1	1	1	0
55280	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1
43449	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
6119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	1
56561	1	0	1	0	0	0	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0
16587	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1
28384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0
9085	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
40101	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
4944	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	1	1	0
36559	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	1	0	0	1
8209	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0
50160	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	1	1	1	1
67538	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1
38934	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
16419	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	0	1	0	0	0	0
56686	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1
17647	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
4549	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
23850	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
11577	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	0	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0
27112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0
34680	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
30977	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1
3541	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	0	0	0	0
61805	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1
4198	1	1	1	0	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0
43718	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
62332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
7354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	1
11277	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1
62565	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1
63717	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
52000	1	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1
59349	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
31523	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0
22936	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1
43779	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1
